,Unnamed: 0,specimen__id,swc__fname,structure_parent__acronym,structure__layer,Transgenic_line,donor__id,Subclass_or_type,structure_parent__id,model__fold,structure__safe_name,structure_merge__acronym
939,939,18457_5634-X11303-Y12964,1119751172_18457_5634-X11303-Y12964_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457,TH_core,733.0,8.0,VPM_layernan,VPM
940,940,18457_5647-X27203-Y12577,1119751174_18457_5647-X27203-Y12577_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457,TH_core,733.0,1.0,VPM_layernan,VPM
941,941,18457_5657-X11545-Y11129,1119751178_18457_5657-X11545-Y11129_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457,TH_core,733.0,3.0,VPM_layernan,VPM
942,942,18457_5657-X10727-Y12819,1119751176_18457_5657-X10727-Y12819_reg.swc,VPL,,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457,TH_core,718.0,7.0,VPL_layernan,VPL
943,943,18457_5657-X27245-Y12831,1119751180_18457_5657-X27245-Y12831_reg.swc,VPL,,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457,TH_core,718.0,0.0,VPL_layernan,VPL
944,944,18457_5667-X11888-Y11125,1119751182_18457_5667-X11888-Y11125_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457,TH_core,733.0,6.0,VPM_layernan,VPM
945,945,18457_5670-X26150-Y11147,1119751184_18457_5670-X26150-Y11147_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457,TH_core,733.0,4.0,VPM_layernan,VPM
946,946,18457_5690-X26971-Y11535,1119751186_18457_5690-X26971-Y11535_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457,TH_core,733.0,9.0,VPM_layernan,VPM
947,947,18457_5703-X22844-Y14481,1119751189_18457_5703-X22844-Y14481_reg.swc,VM,,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457,TH_matrix,685.0,3.0,VM_layernan,VM
948,948,18457_5709-X27158-Y11340,1119751191_18457_5709-X27158-Y11340_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457,TH_core,733.0,2.0,VPM_layernan,VPM
949,949,18457_5713-X27340-Y11142,1119751193_18457_5713-X27340-Y11142_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457,TH_core,733.0,5.0,VPM_layernan,VPM
950,950,18457_5731-X12965-Y11605,1119751195_18457_5731-X12965-Y11605_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457,TH_core,733.0,8.0,VPM_layernan,VPM
951,951,18457_5746-X25407-Y11771,1119751197_18457_5746-X25407-Y11771_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457,TH_core,733.0,0.0,VPM_layernan,VPM
952,952,18457_5760-X11579-Y11688,1119751199_18457_5760-X11579-Y11688_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457,TH_core,733.0,7.0,VPM_layernan,VPM
953,953,18457_5764-X10699-Y12569,1119751201_18457_5764-X10699-Y12569_reg.swc,MG,,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457,TH_core,475.0,5.0,MG_layernan,MG
954,954,18457_5773-X10933-Y11358,1119751204_18457_5773-X10933-Y11358_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457,TH_core,733.0,6.0,VPM_layernan,VPM
955,955,18457_5781-X10620-Y12510,1119751206_18457_5781-X10620-Y12510_reg.swc,VPL,,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457,TH_core,718.0,4.0,VPL_layernan,VPL
956,956,18457_5786-X25822-Y11516,1119751208_18457_5786-X25822-Y11516_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457,TH_core,733.0,2.0,VPM_layernan,VPM
957,957,18457_5791-X27214-Y11886,1119751210_18457_5791-X27214-Y11886_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457,TH_core,733.0,0.0,VPM_layernan,VPM
958,958,18457_5823-X11034-Y11743,1119751212_18457_5823-X11034-Y11743_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457,TH_core,733.0,5.0,VPM_layernan,VPM
959,959,18457_5828-X11261-Y11424,1119751214_18457_5828-X11261-Y11424_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457,TH_core,733.0,3.0,VPM_layernan,VPM
960,960,18457_5834-X10379-Y12974,1119751217_18457_5834-X10379-Y12974_reg.swc,VPL,,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457,TH_core,718.0,6.0,VPL_layernan,VPL
961,961,18457_5893-X11399-Y10842,1119751219_18457_5893-X11399-Y10842_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457,TH_core,733.0,7.0,VPM_layernan,VPM
962,962,18457_5893-X27614-Y12550,1119751222_18457_5893-X27614-Y12550_reg.swc,MG,,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457,TH_core,475.0,1.0,MG_layernan,MG
963,963,18457_5898-X26754-Y10921,1119751224_18457_5898-X26754-Y10921_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457,TH_core,733.0,9.0,VPM_layernan,VPM
964,964,18457_5901-X27016-Y11155,1119751226_18457_5901-X27016-Y11155_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457,TH_core,733.0,4.0,VPM_layernan,VPM
965,965,18457_5936-X27058-Y11948,1119751228_18457_5936-X27058-Y11948_reg.swc,MG,,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457,TH_core,475.0,8.0,MG_layernan,MG
966,966,18457_6294-X27614-Y11763,1119751230_18457_6294-X27614-Y11763_reg.swc,MG,,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457,,475.0,3.0,MG_layernan,MG
967,967,18457_6306-X11949-Y10907,1119569784_18457_6306-X11949-Y10907__reg.swc,SGN,,Vipr2-IRES2-Cre-neo;Ai166-381484,18457,TH_core,325.0,8.0,SGN_layernan,SGN
968,968,18457_6328-X27244-Y11319,1119751232_18457_6328-X27244-Y11319_reg.swc,MG,,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457,TH_core,475.0,4.0,MG_layernan,MG
969,969,18457_6397-X10498-Y12409,1119751234_18457_6397-X10498-Y12409_reg.swc,MG,,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457,TH_core,475.0,7.0,MG_layernan,MG
970,970,18458_3038-X22889-Y18865,1119751236_18458_3038-X22889-Y18865_reg.swc,OT,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,,754.0,8.0,OT_layernan,OT
971,971,18458_3437-X24573-Y15982,1119751238_18458_3437-X24573-Y15982_reg.swc,ACB,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,,56.0,9.0,ACB_layernan,ACB
972,972,18458_3585-X28691-Y15301,1119751240_18458_3585-X28691-Y15301_reg.swc,CP,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,CP_others,672.0,2.0,CP_layernan,CP
973,973,18458_3970-X10955-Y15932,1119751242_18458_3970-X10955-Y15932_reg.swc,CP,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,CP_GPe,672.0,9.0,CP_layernan,CP
974,974,18458_3988-X12064-Y15356,1119751244_18458_3988-X12064-Y15356_reg.swc,CP,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,CP_GPe,672.0,0.0,CP_layernan,CP
975,975,18458_4242-X10646-Y14110,1119751246_18458_4242-X10646-Y14110_reg.swc,CP,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,CP_others,672.0,3.0,CP_layernan,CP
976,976,18458_4943-X18510-Y14776,1119751248_18458_4943-X18510-Y14776_reg.swc,AM,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,127.0,2.0,AM_layernan,AM
977,977,18458_4979-X19319-Y15082,1119751250_18458_4979-X19319-Y15082_reg.swc,AM,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,127.0,5.0,AM_layernan,AM
978,978,18458_5026-X27515-Y12561,1119751252_18458_5026-X27515-Y12561_reg.swc,PO,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_matrix,1020.0,4.0,PO_layernan,PO
979,979,18458_5057-X16469-Y15624,1119751254_18458_5057-X16469-Y15624_reg.swc,VM,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_matrix,685.0,2.0,VM_layernan,VM
980,980,18458_5073-X22819-Y15354,1119751256_18458_5073-X22819-Y15354_reg.swc,SMT,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,366.0,3.0,SMT_layernan,SMT
981,981,18458_5103-X24738-Y16372,1119751258_18458_5103-X24738-Y16372_reg.swc,VM,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_matrix,685.0,0.0,VM_layernan,VM
982,982,18458_5140-X27272-Y15405,1119751261_18458_5140-X27272-Y15405_reg.swc,VPL,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,718.0,9.0,VPL_layernan,VPL
983,983,18458_5156-X25066-Y16156,1119751263_18458_5156-X25066-Y16156_reg.swc,VM,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_matrix,685.0,6.0,VM_layernan,VM
984,984,18458_5172-X27174-Y14943,1119751265_18458_5172-X27174-Y14943_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,733.0,1.0,VPM_layernan,VPM
985,985,18458_5211-X28628-Y13810,1119751267_18458_5211-X28628-Y13810_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,733.0,8.0,VPM_layernan,VPM
986,986,18458_5224-X14621-Y14557,1119751269_18458_5224-X14621-Y14557_reg.swc,VPL,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,718.0,8.0,VPL_layernan,VPL
987,987,18458_5239-X13899-Y14077,1119751271_18458_5239-X13899-Y14077_reg.swc,VPL,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,718.0,5.0,VPL_layernan,VPL
988,988,18458_5259-X28940-Y13351,1119751276_18458_5259-X28940-Y13351_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,733.0,1.0,VPM_layernan,VPM
989,989,18458_5259-X15357-Y14215,1119751274_18458_5259-X15357-Y14215_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,733.0,6.0,VPM_layernan,VPM
990,990,18458_5261-X27164-Y14818,1119751278_18458_5261-X27164-Y14818_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,733.0,5.0,VPM_layernan,VPM
991,991,18458_5286-X27240-Y13308,1119751280_18458_5286-X27240-Y13308_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,733.0,8.0,VPM_layernan,VPM
992,992,18458_5292-X14404-Y13805,1119751282_18458_5292-X14404-Y13805_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,733.0,2.0,VPM_layernan,VPM
993,993,18458_5303-X27729-Y13204,1119751284_18458_5303-X27729-Y13204_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,733.0,4.0,VPM_layernan,VPM
994,994,18458_5305-X17863-Y15163,1119751286_18458_5305-X17863-Y15163_reg.swc,VM,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_matrix,685.0,1.0,VM_layernan,VM
995,995,18458_5329-X26062-Y14514,1119751289_18458_5329-X26062-Y14514_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,733.0,9.0,VPM_layernan,VPM
996,996,18458_5348-X14138-Y13856,1119751291_18458_5348-X14138-Y13856_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,733.0,7.0,VPM_layernan,VPM
997,997,18458_5350-X27019-Y14180,1119751293_18458_5350-X27019-Y14180_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,733.0,0.0,VPM_layernan,VPM
998,998,18458_5357-X15422-Y13228,1119751295_18458_5357-X15422-Y13228_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,733.0,3.0,VPM_layernan,VPM
999,999,18458_5369-X26807-Y15139,1119751297_18458_5369-X26807-Y15139_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,733.0,1.0,VPM_layernan,VPM
1000,1000,18458_5371-X27026-Y15952,1119751299_18458_5371-X27026-Y15952_reg.swc,VPL,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,718.0,3.0,VPL_layernan,VPL
1001,1001,18458_5390-X27942-Y12578,1119751301_18458_5390-X27942-Y12578_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,733.0,8.0,VPM_layernan,VPM
1002,1002,18458_5399-X13271-Y12123,1119751303_18458_5399-X13271-Y12123_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,733.0,2.0,VPM_layernan,VPM
1003,1003,18458_5403-X12713-Y12966,1119751305_18458_5403-X12713-Y12966_reg.swc,VPL,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,718.0,2.0,VPL_layernan,VPL
1004,1004,18458_5426-X28747-Y14154,1119751307_18458_5426-X28747-Y14154_reg.swc,VPL,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,718.0,9.0,VPL_layernan,VPL
1005,1005,18458_5429-X28215-Y15146,1119751309_18458_5429-X28215-Y15146_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,733.0,9.0,VPM_layernan,VPM
1006,1006,18458_5449-X27235-Y14251,1119751311_18458_5449-X27235-Y14251_reg.swc,VPL,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,718.0,4.0,VPL_layernan,VPL
1007,1007,18458_5458-X15175-Y12670,1119751315_18458_5458-X15175-Y12670_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,733.0,4.0,VPM_layernan,VPM
1008,1008,18458_5458-X14780-Y13781,1119751313_18458_5458-X14780-Y13781_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,733.0,3.0,VPM_layernan,VPM
1009,1009,18458_5465-X27104-Y13632,1119751317_18458_5465-X27104-Y13632_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,733.0,7.0,VPM_layernan,VPM
1010,1010,18458_5481-X27193-Y13140,1119751319_18458_5481-X27193-Y13140_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,733.0,0.0,VPM_layernan,VPM
1011,1011,18458_5488-X27759-Y12445,1119751321_18458_5488-X27759-Y12445_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,733.0,5.0,VPM_layernan,VPM
1012,1012,18458_5503-X28367-Y13898,1119751323_18458_5503-X28367-Y13898_reg.swc,VPL,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,718.0,0.0,VPL_layernan,VPL
1013,1013,18458_5504-X14200-Y10770,1119751325_18458_5504-X14200-Y10770_reg.swc,LD,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_matrix,155.0,6.0,LD_layernan,LD
1014,1014,18458_5516-X13474-Y12787,1119751327_18458_5516-X13474-Y12787_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,733.0,6.0,VPM_layernan,VPM
1015,1015,18458_5517-X28960-Y14566,1119751329_18458_5517-X28960-Y14566_reg.swc,VPL,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,718.0,1.0,VPL_layernan,VPL
1016,1016,18458_5572-X28811-Y12558,1119751332_18458_5572-X28811-Y12558_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,733.0,2.0,VPM_layernan,VPM
1017,1017,18458_5574-X27706-Y12493,1119751334_18458_5574-X27706-Y12493_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,733.0,8.0,VPM_layernan,VPM
1018,1018,18458_5584-X15094-Y12986,1119751336_18458_5584-X15094-Y12986_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,733.0,1.0,VPM_layernan,VPM
1019,1019,18458_5596-X27612-Y13770,1119751338_18458_5596-X27612-Y13770_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,733.0,4.0,VPM_layernan,VPM
1020,1020,18458_5626-X26824-Y10240,1119751340_18458_5626-X26824-Y10240_reg.swc,LD,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_matrix,155.0,1.0,LD_layernan,LD
1021,1021,18458_5638-X27427-Y9726,1119751343_18458_5638-X27427-Y9726_reg.swc,LP,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_matrix,218.0,0.0,LP_layernan,LP
1022,1022,18458_5646-X28438-Y12297,1119751345_18458_5646-X28438-Y12297_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,733.0,9.0,VPM_layernan,VPM
1023,1023,18458_5652-X15974-Y10410,1119751347_18458_5652-X15974-Y10410_reg.swc,LP,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_matrix,218.0,9.0,LP_layernan,LP
1024,1024,18458_5655-X28133-Y12294,1119751349_18458_5655-X28133-Y12294_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,733.0,3.0,VPM_layernan,VPM
1025,1025,18458_5674-X13954-Y12053,1119751351_18458_5674-X13954-Y12053_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,733.0,5.0,VPM_layernan,VPM
1026,1026,18458_5690-X29763-Y10470,1119751353_18458_5690-X29763-Y10470_reg.swc,LGd,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,170.0,3.0,LGd_layernan,LGd
1027,1027,18458_5691-X15674-Y11142,1119751355_18458_5691-X15674-Y11142_reg.swc,LP,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_matrix,218.0,5.0,LP_layernan,LP
1028,1028,18458_5694-X13747-Y12358,1119751357_18458_5694-X13747-Y12358_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,733.0,6.0,VPM_layernan,VPM
1029,1029,18458_5697-X14898-Y10065,1119751360_18458_5697-X14898-Y10065_reg.swc,LD,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_matrix,155.0,9.0,LD_layernan,LD
1030,1030,18458_5704-X29481-Y10261,1119751362_18458_5704-X29481-Y10261_reg.swc,LGd,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,170.0,4.0,LGd_layernan,LGd
1031,1031,18458_5733-X28515-Y10767,1119751364_18458_5733-X28515-Y10767_reg.swc,LGd,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,170.0,6.0,LGd_layernan,LGd
1032,1032,18458_5744-X30140-Y10925,1119751366_18458_5744-X30140-Y10925_reg.swc,LGd,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,170.0,0.0,LGd_layernan,LGd
1033,1033,18458_5756-X28866-Y13465,1119751368_18458_5756-X28866-Y13465_reg.swc,VPL,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,718.0,7.0,VPL_layernan,VPL
1034,1034,18458_5790-X29647-Y11014,1119751370_18458_5790-X29647-Y11014_reg.swc,LGd,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,170.0,8.0,LGd_layernan,LGd
1035,1035,18458_5795-X28545-Y13321,1119751372_18458_5795-X28545-Y13321_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,733.0,7.0,VPM_layernan,VPM
1036,1036,18458_5818-X14165-Y9279,1119751374_18458_5818-X14165-Y9279_reg.swc,LGd,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,170.0,4.0,LGd_layernan,LGd
1037,1037,18458_5822-X13425-Y11727,1119751376_18458_5822-X13425-Y11727_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,733.0,0.0,VPM_layernan,VPM
1038,1038,18458_5826-X28727-Y14214,1119751378_18458_5826-X28727-Y14214_reg.swc,MG,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,475.0,0.0,MG_layernan,MG
1039,1039,18458_5832-X29027-Y12396,1119751380_18458_5832-X29027-Y12396_reg.swc,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,733.0,2.0,VPM_layernan,VPM
1040,1040,18458_5874-X13082-Y9439,1119751382_18458_5874-X13082-Y9439_reg.swc,LGd,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,170.0,3.0,LGd_layernan,LGd
1041,1041,18458_5893-X13018-Y9410,1119751384_18458_5893-X13018-Y9410_reg.swc,LGd,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,170.0,2.0,LGd_layernan,LGd
1042,1042,18458_5936-X29689-Y10135,1119751386_18458_5936-X29689-Y10135_reg.swc,LGd,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,170.0,8.0,LGd_layernan,LGd
1043,1043,18458_6008-X13513-Y9340,1119751388_18458_6008-X13513-Y9340_reg.swc,LGd,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,170.0,1.0,LGd_layernan,LGd
1044,1044,18458_6059-X12442-Y10188,1119751390_18458_6059-X12442-Y10188_reg.swc,LGd,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,170.0,9.0,LGd_layernan,LGd
1045,1045,18458_6075-X29979-Y10694,1119751392_18458_6075-X29979-Y10694_reg.swc,LGd,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,170.0,6.0,LGd_layernan,LGd
1046,1046,18458_6089-X12493-Y10088,1119751394_18458_6089-X12493-Y10088_reg.swc,LGd,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,170.0,5.0,LGd_layernan,LGd
1047,1047,18458_6123-X13816-Y10405,1119751396_18458_6123-X13816-Y10405_reg.swc,LGd,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,170.0,0.0,LGd_layernan,LGd
1048,1048,18458_6172-X29374-Y10288,1119751398_18458_6172-X29374-Y10288_reg.swc,LGd,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,170.0,7.0,LGd_layernan,LGd
1049,1049,18458_6184-X30221-Y11173,1119751400_18458_6184-X30221-Y11173_reg.swc,LGd,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,170.0,4.0,LGd_layernan,LGd
1050,1050,18458_6248-X14635-Y9640,1119751403_18458_6248-X14635-Y9640_reg.swc,LP,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_matrix,218.0,3.0,LP_layernan,LP
1051,1051,18458_6286-X12768-Y10029,1119751405_18458_6286-X12768-Y10029_reg.swc,LP,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_matrix,218.0,1.0,LP_layernan,LP
1052,1052,18458_6295-X13316-Y13071,1119751407_18458_6295-X13316-Y13071_reg.swc,MG,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,475.0,8.0,MG_layernan,MG
1053,1053,18458_6308-X12341-Y11183,1119751409_18458_6308-X12341-Y11183_reg.swc,LGd,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,170.0,9.0,LGd_layernan,LGd
1054,1054,18458_6326-X29306-Y10621,1119751411_18458_6326-X29306-Y10621_reg.swc,LGd,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,170.0,5.0,LGd_layernan,LGd
1055,1055,18458_6376-X12476-Y10961,1119751414_18458_6376-X12476-Y10961_reg.swc,LGd,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,170.0,0.0,LGd_layernan,LGd
1056,1056,18458_6396-X12268-Y11128,1119751416_18458_6396-X12268-Y11128_reg.swc,LGd,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,170.0,1.0,LGd_layernan,LGd
1057,1057,18458_6517-X12601-Y13269,1119751418_18458_6517-X12601-Y13269_reg.swc,MG,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,475.0,2.0,MG_layernan,MG
1058,1058,18458_6602-X12600-Y12790,1119751420_18458_6602-X12600-Y12790_reg.swc,MG,,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458,TH_core,475.0,6.0,MG_layernan,MG
1059,1059,18464_3375-X9764-Y10406,1119751648_18464_3375-X9764-Y10406_reg.swc,CP,,Vipr2-IRES2-Cre-neo;Ai166_381488-18464,18464,CP_SNr,672.0,4.0,CP_layernan,CP
1060,1060,18464_3609-X25463-Y14764,1119751650_18464_3609-X25463-Y14764_reg.swc,CP,,Vipr2-IRES2-Cre-neo;Ai166_381488-18464,18464,CP_SNr,672.0,1.0,CP_layernan,CP
1061,1061,18464_3690-X11378-Y11250,1119751652_18464_3690-X11378-Y11250_reg.swc,CP,,Vipr2-IRES2-Cre-neo;Ai166_381488-18464,18464,CP_GPe,672.0,6.0,CP_layernan,CP
1062,1062,18464_3775-X9476-Y10896,1119751654_18464_3775-X9476-Y10896_reg.swc,CP,,Vipr2-IRES2-Cre-neo;Ai166_381488-18464,18464,CP_GPe,672.0,8.0,CP_layernan,CP
1063,1063,18464_3803-X7165-Y13366,1119751656_18464_3803-X7165-Y13366_reg.swc,CP,,Vipr2-IRES2-Cre-neo;Ai166_381488-18464,18464,CP_GPe,672.0,9.0,CP_layernan,CP
1064,1064,18464_3812-X10702-Y20704,1119751658_18464_3812-X10702-Y20704_reg.swc,SI,,Vipr2-IRES2-Cre-neo;Ai166_381488-18464,18464,,342.0,8.0,SI_layernan,SI
1065,1065,18464_3893-X8847-Y18665,1119751660_18464_3893-X8847-Y18665_reg.swc,CP,,Vipr2-IRES2-Cre-neo;Ai166_381488-18464,18464,CP_SNr,672.0,1.0,CP_layernan,CP
1066,1066,18464_3913-X6367-Y16275,1119751662_18464_3913-X6367-Y16275_reg.swc,CP,,Vipr2-IRES2-Cre-neo;Ai166_381488-18464,18464,CP_GPe,672.0,4.0,CP_layernan,CP
1067,1067,18464_3956-X21949-Y18524,1119751664_18464_3956-X21949-Y18524_reg.swc,CP,,Vipr2-IRES2-Cre-neo;Ai166_381488-18464,18464,CP_SNr,672.0,6.0,CP_layernan,CP
