,Unnamed: 0,specimen__id,DOI,specimen__date,specimen__strain,label__virus,label__fluorophore,swc__fname,structure__id,structure__acronym,structure__layer,structure_parent__id,structure_parent__acronym,model__fold,structure__safe_name,structure_merge__acronym
575,575,AA0250,10.25378/janelia.5527678,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0250.swc,767.0,MOs5,5,993.0,MOs,2.0,MOs_layer5,Isocortex_layer5
576,576,AA0826,10.25378/janelia.7739756,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0826.swc,502.0,SUB,,502.0,SUB,5.0,SUB_layernan,SUB
577,577,AA0566,10.25378/janelia.7649798,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1.Cre-tdTomato,tdTomato,AA0566.swc,443.0,dhc,,443.0,dhc,7.0,dhc_layernan,dhc
578,578,AA0477,10.25378/janelia.7615976,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0477.swc,502.0,SUB,,502.0,SUB,2.0,SUB_layernan,SUB
579,579,AA1123,,2018-10-01T19:57:10.000Z,C57BL/6N,AAV2/1 Cre+GFP,anti-GFP AAV J27,AA1123.swc,121.0,VISl6b,6b,409.0,VISl,4.0,VISl_layer6b,Isocortex_layer6
580,580,AA0956,10.25378/janelia.7804088,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0956.swc,648.0,MOp5,,648.0,MOp5,8.0,MOp5_layernan,Isocortex_layernan
581,581,AA0290,10.25378/janelia.5527825,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0290.swc,971.0,fp,,971.0,fp,5.0,fp_layernan,fp
582,582,AA0726,10.25378/janelia.7707194,2018-05-23T13:47:38.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,AA0726.swc,767.0,MOs5,5,993.0,MOs,8.0,MOs_layer5,Isocortex_layer5
583,583,AA1231,,2019-04-17T04:00:00.000Z,Som-Cre,CAG-Flex-Rev-FlpO; CAG-FRT-Rev-3xGFP,Rb anti-GFP/AF488,AA1231.swc,733.0,VPM,,733.0,VPM,8.0,VPM_layernan,VPM
584,584,AA0611,10.25378/janelia.7653149,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0611.swc,484682470.0,ProS,,484682470.0,ProS,5.0,ProS_layernan,ProS
585,585,AA0317,10.25378/janelia.7613453,2017-09-11T18:52:55.000Z,C57BL/6J,AAV 2/5 Cre + GFP,eGFP,AA0317.swc,733.0,VPM,,733.0,VPM,3.0,VPM_layernan,VPM
586,586,AA0149,10.25378/janelia.5527336,2017-02-22T22:37:17.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP;,AA0149.swc,10704.0,DG-po,,10704.0,DG-po,1.0,DG-po_layernan,DG-po
587,587,AA0757,10.25378/janelia.7710035,2018-06-14T17:03:18.000Z,C57BL/6N,AAV2/5 Cre + AAV2/1 GFP,anti-GFP 2x NucID J25,AA0757.swc,1029.0,POL,,1029.0,POL,5.0,POL_layernan,POL
588,588,AA0753,10.25378/janelia.7707389,2018-06-14T17:03:18.000Z,C57BL/6N,AAV2/5 Cre + AAV2/1 GFP,anti-GFP 2x NucID J25,AA0753.swc,549.0,TH,,549.0,TH,1.0,TH_layernan,TH
589,589,AA0449,10.25378/janelia.7614884,2017-11-17T22:11:53.000Z,C57BL/6N,AAV 2/5 Cre + GFP,eGFP,AA0449.swc,1097.0,HY,,1097.0,HY,9.0,HY_layernan,HY
590,590,AA1111,,2018-10-01T19:57:10.000Z,C57BL/6N,AAV2/1 Cre+GFP,anti-GFP AAV J27,AA1111.swc,962.0,MOs2/3,2/3,993.0,MOs,8.0,MOs_layer23,Isocortex_layer2/3
591,591,AA0276,10.25378/janelia.5527780,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0276.swc,767.0,MOs5,5,993.0,MOs,5.0,MOs_layer5,Isocortex_layer5
592,592,AA0694,10.25378/janelia.7704317,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/5 Cre + AAV2/5 tDT,immuno labeled for anti-tDT,AA0694.swc,1020.0,PO,,1020.0,PO,2.0,PO_layernan,PO
593,593,AA1196,,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1196.swc,136.0,IRN,,136.0,IRN,9.0,IRN_layernan,IRN
594,594,AA0691,10.25378/janelia.7704290,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0691.swc,484682520.0,or,,484682520.0,or,4.0,or_layernan,or
595,595,AA0498,10.25378/janelia.7616066,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1.Cre-tdTomato,tdTomato,AA0498.swc,502.0,SUB,,502.0,SUB,9.0,SUB_layernan,SUB
596,596,AA1238,,2019-04-17T04:00:00.000Z,Som-Cre,CAG-Flex-Rev-FlpO; CAG-FRT-Rev-3xGFP,Rb anti-GFP/AF488,AA1238.swc,698.0,OLF,,698.0,OLF,9.0,OLF_layernan,OLF
597,597,AA0337,10.25378/janelia.7613723,2017-09-19T19:27:58.000Z,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,AA0337.swc,907.0,PCN,,907.0,PCN,7.0,PCN_layernan,PCN
598,598,AA0811,10.25378/janelia.7739687,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0811.swc,502.0,SUB,,502.0,SUB,3.0,SUB_layernan,SUB
599,599,AA0461,10.25378/janelia.7615838,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0461.swc,526157196.0,FRP6a,6a,184.0,FRP,0.0,FRP_layer6a,Isocortex_layer6
600,600,AA0176,10.25378/janelia.5527429,2017-06-10T19:59:48.000Z,C57BL/6J,AAV2/5.FLEX-eGFP,eGFP,AA0176.swc,685.0,VM,,685.0,VM,0.0,VM_layernan,VM
601,601,AA0792,10.25378/janelia.7739402,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0792.swc,767.0,MOs5,5,993.0,MOs,4.0,MOs_layer5,Isocortex_layer5
602,602,AA0944,10.25378/janelia.7804028,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0944.swc,974.0,SSp-m5,5,345.0,SSp-m,3.0,SSp-m_layer5,Isocortex_layer5
603,603,AA0699,10.25378/janelia.7704350,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0699.swc,74.0,VISl6a,6a,409.0,VISl,8.0,VISl_layer6a,Isocortex_layer6
604,604,AA0296,10.25378/janelia.5527843,2017-08-10T19:05:24.000Z,Rorb-Cre-1,AAV2/1.FLEX-tdTomato,tdTomato,AA0296.swc,997.0,root,,997.0,root,2.0,root_layernan,root
605,605,AA0241,10.25378/janelia.5527645,2014-06-24T16:07:05.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0241.swc,962.0,MOs2/3,2/3,993.0,MOs,7.0,MOs_layer23,Isocortex_layer2/3
606,606,AA1232,,2019-04-17T04:00:00.000Z,Som-Cre,CAG-Flex-Rev-FlpO; CAG-FRT-Rev-3xGFP,Rb anti-GFP/AF488,AA1232.swc,733.0,VPM,,733.0,VPM,4.0,VPM_layernan,VPM
607,607,AA0563,10.25378/janelia.7649753,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1.Cre-tdTomato,tdTomato,AA0563.swc,443.0,dhc,,443.0,dhc,8.0,dhc_layernan,dhc
608,608,AA0703,10.25378/janelia.7704362,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0703.swc,502.0,SUB,,502.0,SUB,8.0,SUB_layernan,SUB
609,609,AA0221,10.25378/janelia.5527573,2017-05-04T21:26:28.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0221.swc,685.0,VM,,685.0,VM,3.0,VM_layernan,VM
610,610,AA0512,10.25378/janelia.7639811,2018-01-30T16:19:46.000Z,C57BL/6N,AAV2/1.FLEX-TVA and G,Immunolabeled with anti-GFP; Alexa-488,AA0512.swc,1093.0,PRNc,,1093.0,PRNc,0.0,PRNc_layernan,PRNc
611,611,AA0954,10.25378/janelia.7804073,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0954.swc,19.0,IG,,19.0,IG,1.0,IG_layernan,IG
612,612,AA0905,10.25378/janelia.7780856,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0905.swc,767.0,MOs5,5,993.0,MOs,9.0,MOs_layer5,Isocortex_layer5
613,613,AA1501,,2020-09-15T04:00:00.000Z,Vgat-Cre,??,GFP; AF488,AA1501.swc,898.0,PCG,,898.0,PCG,2.0,PCG_layernan,PCG
614,614,AA0015,10.25378/janelia.5521627,2017-01-15T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0015.swc,255.0,AV,,255.0,AV,8.0,AV_layernan,AV
615,615,AA0491,10.25378/janelia.7616039,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1.Cre-tdTomato,tdTomato,AA0491.swc,10703.0,DG-mo,,10703.0,DG-mo,4.0,DG-mo_layernan,DG-mo
616,616,AA0984,10.25378/janelia.7804541,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0984.swc,1064.0,ANcr2,,1064.0,ANcr2,4.0,ANcr2_layernan,ANcr2
617,617,AA1493,,2020-01-23T05:00:00.000Z,Sim1-Cre,syn-FLEX-TRE-2tTA;TREx7-GFP,GFP,AA1493.swc,1031.0,GPi,,1031.0,GPi,0.0,GPi_layernan,GPi
618,618,AA0926,10.25378/janelia.7803767,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0926.swc,648.0,MOp5,,648.0,MOp5,4.0,MOp5_layernan,Isocortex_layernan
619,619,AA0163,10.25378/janelia.5527384,2017-04-19T21:51:49.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0163.swc,1097.0,HY,,1097.0,HY,0.0,HY_layernan,HY
620,620,AA0393,10.25378/janelia.7614098,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0393.swc,363.0,PL5,5,972.0,PL,8.0,PL_layer5,Isocortex_layer5
621,621,AA0974,10.25378/janelia.7804445,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0974.swc,1064.0,ANcr2,,1064.0,ANcr2,3.0,ANcr2_layernan,ANcr2
622,622,AA0838,10.25378/janelia.7739894,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0838.swc,1021.0,MOs6a,6a,993.0,MOs,1.0,MOs_layer6a,Isocortex_layer6
623,623,AA0455,10.25378/janelia.7615478,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0455.swc,956.0,fa,,956.0,fa,2.0,fa_layernan,fa
624,624,AA0745,10.25378/janelia.7707359,2018-05-23T13:47:38.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,AA0745.swc,767.0,MOs5,5,993.0,MOs,1.0,MOs_layer5,Isocortex_layer5
625,625,AA0724,10.25378/janelia.7707182,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0724.swc,1084.0,PRE,,1084.0,PRE,6.0,PRE_layernan,PRE
626,626,AA0592,10.25378/janelia.7649948,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0592.swc,943.0,MOp2/3,,943.0,MOp2/3,0.0,MOp2/3_layernan,Isocortex_layernan
627,627,AA0480,10.25378/janelia.7615988,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0480.swc,1084.0,PRE,,1084.0,PRE,5.0,PRE_layernan,PRE
628,628,AA0633,10.25378/janelia.7658057,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0633.swc,767.0,MOs5,5,993.0,MOs,6.0,MOs_layer5,Isocortex_layer5
629,629,AA1494,,2020-09-15T04:00:00.000Z,Vgat-Cre,??,GFP; AF488,AA1494.swc,962.0,MOs2/3,2/3,993.0,MOs,3.0,MOs_layer23,Isocortex_layer2/3
630,630,AA0291,10.25378/janelia.5527828,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0291.swc,962.0,MOs2/3,2/3,993.0,MOs,6.0,MOs_layer23,Isocortex_layer2/3
631,631,AA0282,10.25378/janelia.5527801,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0282.swc,33.0,VISp6a,6a,385.0,VISp,1.0,VISp_layer6a,Isocortex_layer6
632,632,AA1108,,2018-10-01T19:57:10.000Z,C57BL/6N,AAV2/1 Cre+GFP,anti-GFP AAV J27,AA1108.swc,1020.0,PO,,1020.0,PO,9.0,PO_layernan,PO
633,633,AA0437,10.25378/janelia.7614314,2017-10-31T15:26:25.000Z,C57BL/6N,AAV2/1.FLEX-TVA and G,Immunolabeled with anti-GFP; Alexa-488,AA0437.swc,194.0,LHA,,194.0,LHA,8.0,LHA_layernan,LHA
634,634,AA0648,10.25378/janelia.7658138,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0648.swc,767.0,MOs5,5,993.0,MOs,3.0,MOs_layer5,Isocortex_layer5
635,635,AA0079,10.25378/janelia.5521846,2016-10-25T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0079.swc,502.0,SUB,,502.0,SUB,5.0,SUB_layernan,SUB
636,636,AA0360,10.25378/janelia.7613861,2017-09-19T19:27:58.000Z,C57BL/6J,AAV 2/1 Cre + FP,tdTomato,AA0360.swc,632.0,DG-sg,,632.0,DG-sg,4.0,DG-sg_layernan,DG-sg
637,637,AA0485,10.25378/janelia.7616006,2017-11-17T22:11:53.000Z,C57BL/6N,AAV 2/5 Cre + GFP,eGFP,AA0485.swc,629.0,VAL,,629.0,VAL,7.0,VAL_layernan,VAL
638,638,AA0212,10.25378/janelia.5527546,2017-05-04T21:26:28.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0212.swc,1097.0,HY,,1097.0,HY,4.0,HY_layernan,HY
639,639,AA0304,10.25378/janelia.7613360,2017-08-28T17:55:51.000Z,C57BL/6J,AAV2/1 Cre+GFP,eGFP,AA0304.swc,463.0,CA3,,463.0,CA3,5.0,CA3_layernan,CA3
640,640,AA0590,10.25378/janelia.7649942,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0590.swc,68.0,FRP1,1,184.0,FRP,8.0,FRP_layer1,Isocortex_layer1
641,641,AA0702,10.25378/janelia.7704359,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0702.swc,484682470.0,ProS,,484682470.0,ProS,0.0,ProS_layernan,ProS
642,642,AA1167,,2018-10-01T19:57:10.000Z,C57BL/6N,AAV2/1 Cre+GFP,anti-GFP AAV J27,AA1167.swc,962.0,MOs2/3,2/3,993.0,MOs,5.0,MOs_layer23,Isocortex_layer2/3
643,643,AA0478,10.25378/janelia.7615979,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0478.swc,1084.0,PRE,,1084.0,PRE,8.0,PRE_layernan,PRE
644,644,AA0022,10.25378/janelia.5521648,2017-01-15T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0022.swc,443.0,dhc,,443.0,dhc,4.0,dhc_layernan,dhc
645,645,AA0481,10.25378/janelia.7615991,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0481.swc,767.0,MOs5,5,993.0,MOs,0.0,MOs_layer5,Isocortex_layer5
646,646,AA0855,10.25378/janelia.7739960,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0855.swc,502.0,SUB,,502.0,SUB,1.0,SUB_layernan,SUB
647,647,AA0123,10.25378/janelia.5527243,2016-04-04T18:25:30.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0123.swc,382.0,CA1,,382.0,CA1,0.0,CA1_layernan,CA1
648,648,AA0378,10.25378/janelia.7613951,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0378.swc,10703.0,DG-mo,,10703.0,DG-mo,1.0,DG-mo_layernan,DG-mo
649,649,AA0139,10.25378/janelia.5527294,2017-02-22T22:37:17.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP;,AA0139.swc,502.0,SUB,,502.0,SUB,4.0,SUB_layernan,SUB
650,650,AA0443,10.25378/janelia.7614398,2017-11-17T22:11:53.000Z,C57BL/6N,AAV 2/5 Cre + GFP,eGFP,AA0443.swc,797.0,ZI,,797.0,ZI,0.0,ZI_layernan,ZI
651,651,AA0373,10.25378/janelia.7613930,2017-09-19T19:27:58.000Z,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,AA0373.swc,575.0,CL,,575.0,CL,9.0,CL_layernan,CL
652,652,AA0554,10.25378/janelia.7640219,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0554.swc,767.0,MOs5,5,993.0,MOs,7.0,MOs_layer5,Isocortex_layer5
653,653,AA0730,10.25378/janelia.7707272,2018-05-23T13:47:38.000Z,C57BL/6N,AAV2/5 Syn-iCre + AAV2/5 CAG-Flex GFP,immuno labeled for anti-GFP,AA0730.swc,194.0,LHA,,194.0,LHA,1.0,LHA_layernan,LHA
654,654,AA0654,10.25378/janelia.7658156,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0654.swc,767.0,MOs5,5,993.0,MOs,1.0,MOs_layer5,Isocortex_layer5
655,655,AA0825,10.25378/janelia.7739753,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0825.swc,502.0,SUB,,502.0,SUB,6.0,SUB_layernan,SUB
656,656,AA0061,10.25378/janelia.5521786,2016-10-31T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-tdTomato,tdTomato,AA0061.swc,440.0,ORBl6a,6a,723.0,ORBl,5.0,ORBl_layer6a,Isocortex_layer6
657,657,AA0420,10.25378/janelia.7614230,2017-09-25T17:59:45.000Z,C57BL/6N,AAV 2/5 Cre + GFP,eGFP,AA0420.swc,463.0,CA3,,463.0,CA3,0.0,CA3_layernan,CA3
658,658,AA0029,10.25378/janelia.5521669,2017-01-15T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0029.swc,603.0,fi,,603.0,fi,7.0,fi_layernan,fi
659,659,AA0856,10.25378/janelia.7739993,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0856.swc,919.0,ACAd6a,6a,39.0,ACAd,4.0,ACAd_layer6a,Isocortex_layer6
660,660,AA0863,10.25378/janelia.7740083,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0863.swc,767.0,MOs5,5,993.0,MOs,3.0,MOs_layer5,Isocortex_layer5
661,661,AA0667,10.25378/janelia.7658258,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0667.swc,767.0,MOs5,5,993.0,MOs,6.0,MOs_layer5,Isocortex_layer5
662,662,AA0097,10.25378/janelia.5526670,2016-10-25T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0097.swc,767.0,MOs5,5,993.0,MOs,4.0,MOs_layer5,Isocortex_layer5
663,663,AA0051,10.25378/janelia.5521750,2016-10-31T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-tdTomato,tdTomato,AA0051.swc,575.0,CL,,575.0,CL,2.0,CL_layernan,CL
664,664,AA0658,10.25378/janelia.7658225,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0658.swc,943.0,MOp2/3,,943.0,MOp2/3,7.0,MOp2/3_layernan,Isocortex_layernan
665,665,AA0402,10.25378/janelia.7614128,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0402.swc,962.0,MOs2/3,2/3,993.0,MOs,4.0,MOs_layer23,Isocortex_layer2/3
666,666,AA0708,10.25378/janelia.7704407,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0708.swc,1084.0,PRE,,1084.0,PRE,4.0,PRE_layernan,PRE
667,667,AA0353,10.25378/janelia.7613825,2017-09-19T19:27:58.000Z,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,AA0353.swc,362.0,MD,,362.0,MD,9.0,MD_layernan,MD
668,668,AA0326,10.25378/janelia.7613495,2017-09-11T18:52:55.000Z,C57BL/6J,AAV 2/5 Cre + GFP,eGFP,AA0326.swc,629.0,VAL,,629.0,VAL,3.0,VAL_layernan,VAL
669,669,AA0630,10.25378/janelia.7658003,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0630.swc,648.0,MOp5,,648.0,MOp5,6.0,MOp5_layernan,Isocortex_layernan
670,670,AA0090,10.25378/janelia.5526649,2016-10-25T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0090.swc,693.0,VMH,,693.0,VMH,8.0,VMH_layernan,VMH
671,671,AA0546,10.25378/janelia.7640186,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0546.swc,443.0,dhc,,443.0,dhc,2.0,dhc_layernan,dhc
672,672,AA0794,10.25378/janelia.7739516,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0794.swc,767.0,MOs5,5,993.0,MOs,8.0,MOs_layer5,Isocortex_layer5
673,673,AA0387,10.25378/janelia.7614062,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0387.swc,1084.0,PRE,,1084.0,PRE,3.0,PRE_layernan,PRE
674,674,AA0117,10.25378/janelia.5526730,2015-07-11T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-tdTomato,tdTomato,AA0117.swc,1021.0,MOs6a,6a,993.0,MOs,4.0,MOs_layer6a,Isocortex_layer6
675,675,AA0581,10.25378/janelia.7649870,2018-04-03T15:08:17.000Z,C57BL/6N,AAV2/5 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0581.swc,1020.0,PO,,1020.0,PO,8.0,PO_layernan,PO
676,676,AA1540,,2018-12-01T05:00:00.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flp,Immunolabeled with anti-GFP; Alexa-488,AA1540.swc,767.0,MOs5,5,993.0,MOs,7.0,MOs_layer5,Isocortex_layer5
677,677,AA0996,10.25378/janelia.7821953,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0996.swc,1098.0,MDRNd,,1098.0,MDRNd,1.0,MDRNd_layernan,MDRNd
678,678,AA0280,10.25378/janelia.5527795,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0280.swc,1021.0,MOs6a,6a,993.0,MOs,6.0,MOs_layer6a,Isocortex_layer6
679,679,AA0263,10.25378/janelia.5527723,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0263.swc,443.0,dhc,,443.0,dhc,9.0,dhc_layernan,dhc
680,680,AA0114,10.25378/janelia.5526721,2015-07-11T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-tdTomato,tdTomato,AA0114.swc,767.0,MOs5,5,993.0,MOs,5.0,MOs_layer5,Isocortex_layer5
681,681,AA0993,10.25378/janelia.7821944,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0993.swc,1064.0,ANcr2,,1064.0,ANcr2,0.0,ANcr2_layernan,ANcr2
682,682,AA0340,10.25378/janelia.7613747,2017-09-19T19:27:58.000Z,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,AA0340.swc,1020.0,PO,,1020.0,PO,3.0,PO_layernan,PO
683,683,AA1224,,2018-12-01T05:00:00.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flp,Immunolabeled with anti-GFP; Alexa-488,AA1224.swc,733.0,VPM,,733.0,VPM,2.0,VPM_layernan,VPM
684,684,AA0831,10.25378/janelia.7739780,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0831.swc,502.0,SUB,,502.0,SUB,7.0,SUB_layernan,SUB
685,685,AA0060,10.25378/janelia.5521783,2016-10-31T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-tdTomato,tdTomato,AA0060.swc,1021.0,MOs6a,6a,993.0,MOs,3.0,MOs_layer6a,Isocortex_layer6
686,686,AA0782,10.25378/janelia.7739303,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0782.swc,962.0,MOs2/3,2/3,993.0,MOs,7.0,MOs_layer23,Isocortex_layer2/3
